,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rnf17,0.108623215,-0.213810523,0.033,0.038,1
Rnf170,0.122054737,0.103107495,0.336,0.333,1
Rnf180,0.491101831,0.031245679,0.388,0.404,1
Rnf181,3.07E-14,-0.329651655,0.151,0.2,8.16E-10
Rnf182,0.511530324,0.048524563,0.269,0.269,1
Rnf185,0.241715566,0.152203433,0.33,0.331,1
Rnf187,4.17E-26,-0.496256634,0.213,0.291,1.11E-21
Rnf19a,1.65E-05,0.203187117,0.384,0.362,0.438092354
Rnf19b,1.51E-05,-0.142592314,0.172,0.203,0.400826442
Rnf2,0.007727836,0.225045365,0.345,0.337,1
Rnf20,0.313039906,0.070963924,0.432,0.435,1
Rnf207,0.018020377,-0.112803839,0.12,0.134,1
Rnf208,7.18E-27,-0.583209188,0.157,0.227,1.91E-22
Rnf212b,0.094185799,-0.060939589,0.012,0.015,1
Rnf213,4.06E-09,0.815783092,0.096,0.071,0.00010796
Rnf214,0.614102485,-0.004419701,0.467,0.483,1
Rnf215,0.000662041,-0.06663935,0.148,0.171,1
Rnf216,0.015904138,0.062929884,0.654,0.658,1
Rnf217,2.08E-11,-0.151866209,0.593,0.64,5.54E-07
Rnf219,0.277794921,-0.026254205,0.138,0.146,1
Rnf220,0.046805723,0.091241883,0.597,0.636,1
Rnf223,0.013070448,-0.368360544,0.012,0.017,1
Rnf227,5.54E-11,-0.198423916,0.275,0.33,1.47E-06
Rnf24,1.26E-10,-0.136318888,0.499,0.561,3.35E-06
Rnf25,0.013470479,-0.005905764,0.628,0.656,1
Rnf26,0.030816153,-0.251355434,0.014,0.019,1
Rnf31,0.000210693,-0.095071056,0.112,0.134,1
Rnf32,7.41E-05,0.262632174,0.369,0.349,1
Rnf34,0.512161313,0.094106418,0.415,0.424,1
Rnf38,0.003630395,-0.07945914,0.604,0.631,1
Rnf39,2.73E-08,-0.551267686,0.017,0.031,0.000726485
Rnf4,4.07E-06,-0.113223591,0.284,0.323,0.108327618
Rnf40,2.67E-07,-0.229434756,0.135,0.167,0.007107634
Rnf41,0.000459312,-0.140485716,0.292,0.322,1
Rnf43,0.577431643,0.036787873,0.036,0.038,1
Rnf44,0.000489274,-0.14114147,0.208,0.235,1
Rnf5,5.43E-11,-0.647029204,0.059,0.087,1.44E-06
Rnf6,0.005344955,0.007644311,0.225,0.25,1
Rnf7,4.41E-10,-0.409024948,0.098,0.132,1.17E-05
Rnf8,0.748168288,0.093239105,0.387,0.398,1
Rnft1,0.011594144,-0.060667179,0.446,0.477,1
Rnft2,0.166938702,0.029485604,0.293,0.312,1
Rngtt,0.000708032,0.075118226,0.684,0.682,1
Rnh1,0.034408633,0.037905888,0.093,0.105,1
Rnmt,0.121609804,-0.015530905,0.39,0.413,1
Rnpc3,1.40E-25,0.304162194,0.675,0.611,3.73E-21
Rnpep,0.463592919,0.049595549,0.263,0.263,1
Rnpepl1,0.000532521,-0.162394457,0.183,0.208,1
Rnps1,0.127814518,0.02420531,0.599,0.596,1
Ro60,0.002056357,0.130536111,0.543,0.537,1
Robo1,0.117120089,-0.034759528,0.966,0.976,1
Robo2,2.60E-35,0.149809477,0.974,0.972,6.92E-31
