,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Timp2,0.018935457,0.037032761,0.21,0.166,1
Timp3,3.01E-44,-1.503222665,0.256,0.483,7.42E-40
Timp4,6.19E-23,-1.341329046,0.281,0.417,1.53E-18
Tinf2,0.578697514,-0.495570622,0.068,0.072,1
Tiparp,3.59E-185,2.496818478,0.65,0.17,8.86E-181
Tipin,0.003970864,-0.969655614,0.121,0.152,1
Tiprl,0.011151009,-0.114154786,0.374,0.293,1
Tirap,0.267101268,0.505181727,0.021,0.016,1
Tjap1,0.534686634,-0.238815907,0.499,0.453,1
Tjp1,3.99E-42,0.410907106,0.993,0.975,9.85E-38
Tjp2,4.33E-05,0.295959289,0.182,0.122,1
Tk2,0.813170755,-0.39307721,0.225,0.204,1
Tkfc,0.899634802,-0.307426898,0.037,0.036,1
Tkt,0.267602784,-0.197790148,0.182,0.157,1
Tktl1,0.037609866,0.486475611,0.021,0.012,1
Tlcd1,0.003224932,0.708321834,0.022,0.01,1
Tle1,0.173511352,-0.075741684,0.366,0.316,1
Tle2,0.123077854,-0.526658775,0.21,0.221,1
Tle3,5.96E-14,0.906744825,0.167,0.078,1.47E-09
Tle4,2.01E-17,-0.695618421,0.414,0.529,4.97E-13
Tle5,0.007318431,-0.07395971,0.246,0.188,1
Tle6,0.28802837,0.038213444,0.013,0.009,1
Tlk1,1.39E-38,0.69794777,0.843,0.647,3.43E-34
Tlk2,6.65E-15,0.413877637,0.724,0.544,1.64E-10
Tll1,0.664790153,-0.060239207,0.186,0.189,1
Tln1,3.09E-10,0.439279572,0.246,0.146,7.61E-06
Tln2,0.854956126,-0.006333616,0.782,0.697,1
Tlnrd1,0.188812551,0.087176003,0.037,0.028,1
Tlr4,3.81E-08,1.139009627,0.039,0.011,0.000940283
Tlr7,0.000503948,1.444849679,0.017,0.005,1
Tm2d1,2.44E-15,-0.996692616,0.366,0.448,6.03E-11
Tm2d2,3.34E-07,-1.42485714,0.074,0.133,0.008244089
Tm2d3,0.289214718,-0.263534763,0.113,0.097,1
Tm4sf1,3.98E-06,2.113988628,0.017,0.003,0.098186069
Tm4sf20,0.000166987,-2.215991538,0.004,0.025,1
Tm6sf1,0.00152087,-0.675293881,0.235,0.267,1
Tm6sf2,0.059038612,0.228462038,0.027,0.017,1
Tm7sf2,0.845501244,-0.30247071,0.057,0.058,1
Tm7sf3,0.795281119,-0.426568311,0.199,0.19,1
Tm9sf1,0.00512662,0.223909889,0.126,0.091,1
Tm9sf2,7.34E-15,0.42921963,0.456,0.286,1.81E-10
Tm9sf3,1.41E-15,0.469027559,0.566,0.379,3.47E-11
Tm9sf4,3.04E-07,0.267652817,0.634,0.496,0.007499147
Tma16,0.202132922,-0.178387188,0.145,0.123,1
Tma7,0.768691642,-0.455046791,0.244,0.227,1
Tmbim1,3.77E-11,-1.527501151,0.112,0.2,9.31E-07
Tmbim4,0.014477472,-0.113877626,0.183,0.14,1
Tmbim6,0.007107365,0.029044446,0.43,0.347,1
Tmc1,0.320206177,0.755303909,0.01,0.007,1
Tmc2,2.69E-11,-2.623553806,0.025,0.091,6.65E-07
Tmc3,0.005557189,-1.189486354,0.022,0.042,1
Tmc4,1.85E-19,0.885091378,0.195,0.082,4.56E-15
Tmc6,0.0590092,-1.633671999,0.008,0.016,1
Tmc7,0.000375274,0.127202829,0.281,0.209,1
Tmcc1,6.63E-07,-0.180727278,0.926,0.925,0.016349818
Tmcc2,0.510436686,-0.181076536,0.019,0.016,1
Tmcc3,5.42E-10,1.285403085,0.068,0.024,1.34E-05
Tmco1,8.02E-05,-0.957468939,0.17,0.217,1
Tmco3,0.659823783,-0.277465115,0.277,0.264,1
Tmco4,8.94E-08,0.35742914,0.213,0.135,0.002206057
Tmco5,6.47E-23,1.651316198,0.126,0.037,1.60E-18
Tmco6,0.000660399,-1.095919998,0.068,0.104,1
Tmed1,0.003749212,-0.865991673,0.082,0.113,1
Tmed10,2.33E-09,0.263241636,0.481,0.339,5.74E-05
Tmed2,3.18E-05,-1.056973278,0.199,0.244,0.785002047
Tmed3,0.023903459,-1.226311825,0.023,0.039,1
Tmed4,0.329101109,-0.731513625,0.048,0.056,1
Tmed5,0.095091272,-0.565656013,0.191,0.203,1
Tmed7,0.000317657,-0.966778431,0.148,0.189,1
Tmed8,0.94408393,-0.187852593,0.287,0.265,1
Tmed9,3.40E-12,-0.803638388,0.425,0.486,8.38E-08
Tmeff1,0.05156854,0.093417762,0.786,0.687,1
Tmeff2,0.00158413,0.243206982,0.963,0.939,1
Tmem101,0.11665022,-1.30375463,0.02,0.03,1
Tmem104,0.003704037,0.079639857,0.268,0.209,1
Tmem106a,0.000265938,0.716797701,0.051,0.026,1
Tmem106b,0.353452986,-0.512175777,0.204,0.204,1
Tmem106c,0.000250451,-1.017104624,0.049,0.086,1
Tmem107,0.882121651,-0.127699287,0.021,0.022,1
Tmem108,0.000138588,-0.051286123,0.852,0.855,1
Tmem109,3.03E-05,0.593369065,0.098,0.057,0.747303182
